Componente 1,Componente 2,Etiqueta,Evolution 2,Evolution 1,Generation 2,IsBest,Train,Train normalizado,Test,Test normalizado,Tamaño,Tamaño normalizado,Expresión simbólica
-67.03199,4.013974,-3,,,,0,1.7141777921436976,0.4642799434867881,104.67659664415812,0.046685447370027,69,0.5866666666666667,3X - 4Z + 3Z + 1Z / 3X + 6Y + 2Z
55.911503,-70.7873,-3,,,,0,0.7770512799708941,0.0736284253542806,122.08433973077696,0.2209412745242809,28,0.04,9X / 6Y * 2X * 6Z - 2Y
-48.666824,-82.71193,-3,,,,0,2.6173203424657103,0.8407648724590046,185.2791203709845,0.8535367073438207,70,0.6,9Y - 7Z / 3Y / 8X / 7Z - 4X * 5X
20.775944,56.18819,-3,,,,0,2.6200203177872727,0.8418903869382002,139.8293367196179,0.3985730969123966,52,0.36,6Z / 8Z / 2X / 8X
14.639379,-52.5769,-3,,,,0,0.8917856129952677,0.1214566969864328,185.293051435262,0.8536761607535325,59,0.4533333333333333,8Z / 5Y / 2Z * 6Y
14.829826,-52.490597,-3,,,,0,0.767995254350147,0.0698533212343585,147.31867252544325,0.4735432064312607,70,0.6,1X - 1Z / 4Z * 6Y / 5Y / 5Y
89.00262,-27.753258,-3,,,,0,2.3309583614643663,0.7213917236253077,111.40489348874134,0.11403736807326,75,0.6666666666666666,9Z / 3Y / 4Z / 8X * 3Z / 3X
-102.98804,-18.35279,-3,,,,0,2.509570068503292,0.7958479828439442,145.35622081266325,0.4538985779024982,97,0.96,4Z / 1Y + 8Z - 2Z
-26.874414,75.38902,-3,,,,0,1.3746081088888011,0.3227265773700486,173.0908081224046,0.7315286778179703,83,0.7733333333333333,2Y + 5Z * 8Z + 8X * 3Y * 1Z
14.518898,-52.602192,-3,,,,0,0.9015216235358074,0.1255152603167963,105.00618445026268,0.0499847030797952,87,0.8266666666666667,2X - 2X + 9Y * 8Z * 7Z
17.289846,15.148012,-3,,,,0,0.9003910943839513,0.1250439867761067,127.6846373341592,0.2770016429667307,35,0.1333333333333333,5X + 5Y - 5Y / 9Y
87.93245,36.97784,-3,,,,0,2.5052685781638684,0.7940548591733396,138.02428071517798,0.3805040384739585,60,0.4666666666666667,1Y * 2Z / 7X - 4Y
104.37801,10.654418,-3,,,,0,2.85254791651467,0.9388220800133974,148.8798912477208,0.4891713931792777,69,0.5866666666666667,2Z - 5Y / 6Z / 3X + 1Z + 9Y
40.73231,-33.934387,-3,,,,0,2.007851560019071,0.5867010912891389,160.42878448302284,0.6047786797425018,25,0.0,8X / 4X * 5X * 5Y + 6X / 8X - 5Y
92.67929,31.250519,-3,,,,0,0.8909139089864,0.1210933175600661,111.6627152090862,0.1166182274594237,75,0.6666666666666666,5Z + 4Y / 5Y * 6Z / 3Z
78.53548,-1.5089942,-3,,,,0,2.4710624113065487,0.7797956414063347,131.60608611931048,0.3162563182166688,57,0.4266666666666667,4X * 2X - 9X * 1Z - 3Y
-25.075268,68.17483,-3,,,,0,1.976955628112082,0.5738217814555074,117.62360309242278,0.1762881940665848,52,0.36,7X / 1Z * 9Y + 6X * 5X * 8Z
-72.061005,-2.766548,-3,,,,0,1.1396379302604631,0.2247766679344476,121.874706448805,0.2188427933617708,61,0.48,5Y + 1Z + 2Y + 7Y * 9X + 1Z / 6X
3.7751577,-62.58582,-3,,,,0,1.9806560392950323,0.5753643386530223,151.74615570001993,0.517863411466367,83,0.7733333333333333,8Y - 1Y - 2Z / 8Z / 8Z * 1Y
14.625672,-52.601105,-3,,,,0,1.970177787050822,0.5709963636854959,161.8647746030345,0.6191532971126489,34,0.12,1Z / 2X * 2Y - 3Y + 4Y / 6Z - 5Y
46.596535,87.52071,-3,,,,0,1.825167151868357,0.5105470817117688,192.4724728638392,0.9255439504664544,28,0.04,6X * 1Z - 9Y + 1Y
14.639842,-52.576874,-3,,,,0,2.349490378622665,0.7291169992875676,193.9623421861872,0.9404579120194064,96,0.9466666666666668,6X + 8X / 4Y * 1Z + 3Y + 7X
4.593328,68.31806,-3,,,,0,1.7750678954856465,0.4896626543596519,140.56367306564044,0.4059239859247667,90,0.8666666666666667,8Y / 1Y + 8Z / 9Y + 3Y
-0.10553075,-81.722305,1,,,,0,2.68167264732721,0.8675908402050062,156.2791981008225,0.5632402905452152,31,0.08,7X / 5Z * 6X * 4Z - 2Y
64.40981,-17.055515,1,,,,0,1.400399396058592,2.000000,194.2897496105201,0.9437353415666884,28,0.04,2Z + 4Y - 4Z + 7Z
-44.215252,40.32861,1,,,,0,1.691646554556506,1.880016,145.9759791869252,0.4601025129907756,96,0.9466666666666668,8Y * 7Z / 2X * 2Z + 6X - 3X - 6X
-69.03256,-66.38964,1,,,,1,2.000000,0.8833896561194192,183.17516624341275,0.8324756045362751,84,0.7866666666666666,7X - 6Y * 3Y / 7Y
-40.67422,70.14099,1,,,,0,1.0495415884296255,1.818004,105.48596132997449,0.0547873886782478,25,0.0,6Z - 4Y + 3X / 7Z
-75.63461,-57.72211,1,,,,0,0.8070947235815183,0.0861523660431494,167.71176396248896,0.6776831112375514,40,0.2,9X * 1X - 3X / 3X / 4X + 7Y
53.629337,72.309906,1,,,,0,2.3443686407428075,0.7269819463867547,104.43591941090806,0.0442762085532256,35,0.1333333333333333,8Y / 5Z - 2Z * 5Y * 1X / 5Z
70.11626,41.21542,1,,,,0,1.3303190870499702,1.726990,191.17871648058835,0.912593128089442,98,0.9733333333333334,9Z - 8Z + 1X - 3X + 9X
31.725336,75.865105,1,,,,0,0.7847839336430713,0.0768518672876702,135.8306853220211,0.3585456043579276,93,0.9066666666666666,5Y + 6Z + 5X / 1Z
65.06322,-58.61617,1,,,,0,2.058507984171413,0.6078177801686309,119.6698037183722,0.19677116999426,95,0.9333333333333332,8Y - 1X * 3Y / 8X + 9X + 8X * 4Y
19.685322,97.91081,1,,,,0,2.650160069867369,0.8544544748743399,199.5470946804864,0.9963626700631968,83,0.7733333333333333,7X - 9Y + 5Z * 1Z + 1X
-9.888653,-70.264565,1,,,,0,2.0314181508600195,0.5965250844956469,135.7611015932598,0.3578490539693193,88,0.84,7X + 6Z / 6Y * 9X + 9Z - 1Z / 1X
-32.24222,21.179464,1,,,,0,0.9883594499334812,0.1617145656111523,144.15822769469798,0.441906369569839,70,0.6,2Z * 7Z * 4Z + 9X + 5X / 4X
-49.667778,-80.42144,1,,,,0,2.666532084742974,0.8612793297716942,190.2352817650079,0.903149112520538,88,0.84,4Y / 2Z + 8X + 8X + 5X
23.39932,-55.47101,1,,,,0,0.8697533253953709,0.1122722950011813,144.21763268998404,0.4425010283110186,90,0.8666666666666667,5X - 6Z - 2X + 2Z - 5X + 9Y
-106.5187,-9.974169,1,,,,0,2.718990956622155,0.8831473888575542,179.25928439800728,0.793276655734349,96,0.9466666666666668,9Y * 3X * 9Y / 9Z
-57.26211,66.12404,1,,,,0,2.618868708898457,0.8414103260767614,124.58591691164092,0.245982682745473,76,0.68,4Y * 8X + 5Z + 4Z * 1Z * 7X / 7Y
86.65836,7.2624087,1,,,,0,1.6831137028981231,1.569981,128.7028488456287,0.2871941928145904,76,0.68,6X / 5X * 1X - 5Y * 5X
68.3412,-3.4784834,1,,,,0,1.002722528397869,1.501883,181.5197693339739,0.8159046707691862,50,0.3333333333333333,1Z * 1Y - 1Y / 9X + 1X
-73.2412,61.31187,1,,,,0,1.3224662072626894,1.418553,149.8442442776538,0.4988248062646799,38,0.1733333333333333,6Z * 1X + 1X + 2X - 3X - 1Z / 9X
-89.27325,21.523207,1,,,,0,1.2069490124417337,1.232492,188.30653808771527,0.88384190978996,74,0.6533333333333333,8Z / 4Y + 6Z + 4X / 4Y * 3Y
-57.378757,-56.10618,1,,,,0,2.358301186684402,0.7327898817645677,148.57974136395748,0.4861668183756874,92,0.8933333333333333,9X * 6X / 2Z / 2Z * 4X / 9X + 9Z
55.509945,-70.21867,1,,,,0,1.720703556649434,1.102737,174.27509881049238,0.7433837214279859,79,0.72,5Y + 3X - 6Z + 2X - 3X + 1Y
79.75426,-1.0852611,1,,,,0,0.8435266712404476,0.1013394250758581,148.05324364311969,0.4808964455661333,90,0.8666666666666667,1Z * 5Z * 1X + 3Z / 8X / 6X + 1Y
46.872192,87.65398,1,,,,0,1.6263100764072007,0.909660,119.084059744011,0.1909077274879543,57,0.4266666666666667,1Z / 8X + 6X * 1Z
11.828523,-47.49302,1,,,,0,1.1309877735595553,0.844525,159.6802222197062,0.5972853857685706,64,0.52,1X - 7Z + 2Y * 4Y / 5Z * 3Y
21.136864,-40.10097,1,,,,0,1.6598631650593,0.833809,188.39215210071245,0.8846989273008795,57,0.4266666666666667,4X / 2Y * 4Z + 1Z
-26.213524,-92.20627,1,,,,0,0.7965966792518107,0.0817761405265818,159.20792894806965,0.5925576129436328,47,0.2933333333333333,8Z + 9X - 2X * 7X + 2Z - 1Z - 3Y
0.5559212,99.88581,1,,,,0,2.967461333236537,0.9867250046591928,116.04543067941648,0.1604902966681661,95,0.9333333333333332,4Y - 4X / 7X + 6Y / 1X
